Id,Name,PictureUri,AvailableStock,IsAvailable,Price,Description
367c9828-7f86-4b4e-a65e-66e651ad729d,MORPHINE SULFATE,http://dummyimage.com/218x100.png/5fa2dd/ffffff,468,false,1287.6,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
edadbb16-aab7-44f7-9fab-dafec619835b,NITROGEN,http://dummyimage.com/111x100.png/cc0000/ffffff,76,false,7929.28,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
2b1feee3-3aba-447c-9088-5f3fd56e7b25,Triclosan,http://dummyimage.com/203x100.png/ff4444/ffffff,948,false,2296.93,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
6de82060-9b13-49e8-8faf-86666cbc16b7,Nicotine Polacrilex,http://dummyimage.com/144x100.png/ff4444/ffffff,570,true,2309.63,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
ba86ede5-5a53-4eea-a180-b5362a848633,ALUMINUM CHLOROHYDRATE,http://dummyimage.com/196x100.png/5fa2dd/ffffff,783,true,6059.9,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
af7f64b6-d182-4f3c-b929-62d61becc128,PHOSPHORUS,http://dummyimage.com/187x100.png/cc0000/ffffff,122,false,2967.58,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
ad2b21b6-68ec-4909-a5d4-12ac03fcb680,Magnesium Hydroxide,http://dummyimage.com/167x100.png/ff4444/ffffff,501,false,9625.13,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
c9a4cdf5-4df3-4c5e-9507-74123899cfd4,Lorazepam,http://dummyimage.com/188x100.png/5fa2dd/ffffff,398,false,4742.62,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
00e78d60-1ddc-455d-80b4-d5761c537ab4,ziprasidone hydrochloride,http://dummyimage.com/206x100.png/dddddd/000000,382,true,3747.1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
c90d9766-d303-48ba-88c3-356b552ce2b6,Meclizine Hydrochloride,http://dummyimage.com/122x100.png/ff4444/ffffff,425,true,9094.66,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus."
0b8d200a-9858-499e-98c6-545bce18dc0a,Furosemide,http://dummyimage.com/112x100.png/dddddd/000000,347,true,8325.01,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
aa97a3e6-c04e-48ac-b610-a69f847a4a19,"Condurango, Phytolacca decandra, Aconitum napellus, Aurum metallicum, Graphites, Hydrastis canadensis, Mercurius vivus, Sulphur, Pulsatilla,",http://dummyimage.com/190x100.png/5fa2dd/ffffff,663,true,1108.84,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
81955315-e240-4ade-9dc4-4388bb1ca818,Omeprazole,http://dummyimage.com/178x100.png/dddddd/000000,539,false,1407.34,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
2a4cb8d5-1d87-4547-95ab-b7112b94c565,Metoprolol tartrate,http://dummyimage.com/140x100.png/5fa2dd/ffffff,933,false,9845.59,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst."
518f0d06-48ed-4134-be47-ab7c10f8d239,DEXTROSE and SODIUM CHLORIDE,http://dummyimage.com/132x100.png/ff4444/ffffff,57,false,2810.86,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
fa047bf4-654a-4b18-bc0d-bd1a1e4b910a,Sodium Sulfacetamide,http://dummyimage.com/170x100.png/5fa2dd/ffffff,762,true,8382.26,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
13baad42-2902-469b-84f8-8f5adb757172,calcium carbonate,http://dummyimage.com/215x100.png/ff4444/ffffff,889,false,2426.4,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
55ccd5ea-45fc-484c-9db3-e00f5d8d2319,Diphenhydramine HCl,http://dummyimage.com/128x100.png/ff4444/ffffff,378,false,2367.81,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
7a837308-4ff7-48b9-85a9-30821756c2ac,Prasugrel hydrochloride,http://dummyimage.com/237x100.png/cc0000/ffffff,993,true,1351.16,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum."
6c417eda-d026-42a2-b954-803a1e029459,SODIUM FLUORIDE,http://dummyimage.com/135x100.png/cc0000/ffffff,91,true,7378.93,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
0554f03e-42a2-4ad7-8abf-c986318296b8,salicylic acid,http://dummyimage.com/246x100.png/dddddd/000000,701,false,8127.88,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
d310aa19-149a-4c3d-a8da-c73dc5f4d388,"Titanium Dioxide, Octinoxate",http://dummyimage.com/104x100.png/ff4444/ffffff,516,false,8898.84,Suspendisse accumsan tortor quis turpis.
05e21312-7c46-4c09-8754-a3874f04d79c,Brompheniramine Maleate and Phenylephrine Hydrochloride,http://dummyimage.com/163x100.png/dddddd/000000,51,false,7798.31,Duis at velit eu est congue elementum.
419955c2-002f-4328-9f38-38191e73c4a0,RIVASTIGMINE TARTRATE,http://dummyimage.com/111x100.png/ff4444/ffffff,329,true,3874.95,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
17962b2e-0e19-4dd1-889c-392001469af0,Triclosan,http://dummyimage.com/123x100.png/dddddd/000000,389,true,3016.19,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
a648728a-d6bf-4756-80fb-81e6d077821d,Thuja Thymus comp.,http://dummyimage.com/125x100.png/dddddd/000000,404,true,9618.69,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
bdd1a951-cdfa-41ac-8820-43a6978e8bab,Rivastigmine Tartrate,http://dummyimage.com/162x100.png/dddddd/000000,896,true,6765.38,Vestibulum rutrum rutrum neque.
5a123c16-1fe8-442e-bc6b-1670106f1d96,FELODIPINE,http://dummyimage.com/204x100.png/5fa2dd/ffffff,767,false,5904.8,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
67729123-3534-49bd-8ccc-39baee485081,Nitrogen,http://dummyimage.com/197x100.png/dddddd/000000,781,true,3619.45,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
6fb514e2-2f3b-424d-b68e-e3a2be218cd5,Naproxen sodium,http://dummyimage.com/195x100.png/cc0000/ffffff,774,false,3751.11,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
88175552-1a34-4ce5-88dd-d581ffa330ec,Arsenicum Album,http://dummyimage.com/231x100.png/cc0000/ffffff,212,false,8322.63,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
404e6869-c67a-4262-9e9f-1a821f682f8e,HELMINTHOSPORIUM SOLANI,http://dummyimage.com/180x100.png/cc0000/ffffff,24,false,5580.15,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
dc1b5d6b-1b47-42a3-a9e2-8bce592d01d3,"Dextromethorphan, Guaifenesin",http://dummyimage.com/216x100.png/cc0000/ffffff,361,true,7745.04,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
15deddcc-b19c-4e2b-ad2c-8b7b5d590e30,Calcium carbonate,http://dummyimage.com/153x100.png/dddddd/000000,946,true,4667.06,Duis aliquam convallis nunc.
